Message Loss Value,Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
0.16,0.05957599999999999,10.013032529495831,0.0015726054813588793,0.0027642734480340736,0.002223999999999997,0.003909273000317626
0.32,0.056660499999999996,10.011391988504329,0.0028842885604599268,0.0013958634308863075,0.004078999999999999,0.0019740489951800555
0.48,0.039707,10.012058928499755,0.011531497387590208,0.004120041808142171,0.01630799999999999,0.005826619002618827
0.64,0.0360435,20.01059231700492,0.008286584368725146,0.000752914573941635,0.011718999999999993,0.0010647820017766207
0.8,0.038474499999999995,20.00943497299886,0.004038286827356369,0.0007913203854490483,0.005710999999999994,0.0011190960212843493
