

Message Loss Rate,Message Delay,Wait Time,Timeout Proposer,Timeout Learner
0.16,0,0,1,10
CPU Time,Elapsed Time,Learnt Value,Timeout
57.19784,10.022554399998626,-1,True
1.133093,0.20932425600040006,15,False
1.284018,0.23455284599913284,53,False
1.158214,0.21137403700413415,15,False
0.064377,0.01674070599983679,29,False
0.932644,0.17114025999762816,90,False
0.802065,0.1499247639949317,57,False
0.6951539999999999,0.1276887819985859,57,False
0.087288,0.019177604997821618,32,False
0.392134,0.07661024700064445,34,False
Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
6.374682700000001,1.1239087902991742,17.8626334747996,3.1276186483802966,57.133463,10.005813693998789


Message Loss Rate,Message Delay,Wait Time,Timeout Proposer,Timeout Learner
0.32,0,0,1,10
CPU Time,Elapsed Time,Learnt Value,Timeout
7.977931,1.4116438470009598,27,False
0.142321,0.03461758900084533,18,False
10.319098000000002,1.8326098489997094,96,False
10.324007,1.8360500969938585,80,False
10.252958000000001,1.8208859700025641,85,False
3.822414,0.6715812710026512,57,False
0.07426799999999999,0.01861682800517883,57,False
9.730316,1.7292063999993843,25,False
3.4999429999999996,0.6168843600025866,97,False
0.09804500000000001,0.021263321999867912,33,False
Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
5.6241301,0.9993359533007606,4.559555584073578,0.8079396974091423,10.249739,1.8174332689886796


Message Loss Rate,Message Delay,Wait Time,Timeout Proposer,Timeout Learner
0.48,0,0,1,10
CPU Time,Elapsed Time,Learnt Value,Timeout
0.08340600000000001,0.018233996001072228,22,False
9.101916,1.6258411899980274,41,False
3.0588509999999998,0.5408444600034272,77,False
0.10168,0.022189849994902033,4,False
10.273525,1.87171789000422,81,False
2.83986,0.5020614840032067,86,False
2.538187,0.4509092239968595,36,False
0.102158,0.022218145997612737,35,False
0.157443,0.03720275300292997,67,False
0.25789799999999996,0.05127583000285085,52,False
Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
2.8514924,0.5142494823005108,3.8160902118926554,0.6876200094005394,10.190119,1.8534838940031477


Message Loss Rate,Message Delay,Wait Time,Timeout Proposer,Timeout Learner
0.64,0,0,1,10
CPU Time,Elapsed Time,Learnt Value,Timeout
0.125905,0.03195365599822253,29,False
1.354496,0.24173321600392228,51,False
7.209914,1.3017056239987141,48,False
1.2063890000000002,0.21713586400437634,51,False
0.9272079999999998,0.16637076799815986,39,False
0.10538800000000001,0.021684676001314074,62,False
0.100769,0.02171523500146577,84,False
0.49331099999999994,0.09461151800496737,6,False
0.33157800000000004,0.0632227710011648,64,False
0.189184,0.044616813996981364,35,False
Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
1.2044142,0.22047501420092885,2.161601158965569,0.38851702482664374,7.109145000000001,1.2800209479974


Message Loss Rate,Message Delay,Wait Time,Timeout Proposer,Timeout Learner
0.8,0,0,1,10
CPU Time,Elapsed Time,Learnt Value,Timeout
0.17027899999999999,0.03371187500306405,78,False
0.16658900000000001,0.039113412000006065,92,False
5.407787,0.9981598399972427,58,False
55.93374899999999,10.038812896993477,-1,True
0.157661,0.03397422799753258,85,False
5.907455000000001,1.0875299839972286,83,False
0.21423799999999998,0.043365574994822964,11,False
0.164054,0.03702667300240137,34,False
0.133014,0.030402759002754465,2,False
0.139427,0.031943991998559795,36,False
Average CPU Time,Average Elapsed Time,Standard Deviation CPU Time,Standard Deviation Elapsed Time,Range Elapsed Time,Range CPU Time
6.839425299999998,1.237404123498709,17.40095982582047,3.1207929219684143,55.80073499999999,10.008410137990722
